speaker_id,text,text_path,audio_path,gender,age
Speaker_id_1,gbani wunfe wo nyigagi wundochi fe kpogun kuma  bagi fe zhiugan be bere yan fushi,data/raw\Speaker_id_1\nup_037.txt,data/raw\Speaker_id_1\nup_037.wav,Unknown,Unknown
Speaker_id_1,wansheganke bagi wunchin fe ta egwa wu gwaro,data/raw\Speaker_id_1\nup_038.txt,data/raw\Speaker_id_1\nup_038.wav,Unknown,Unknown
Speaker_id_1,zandondo dan baga bwa amma wunwo bere wawagi nafe tinya dagan ni yan kata o na kuma wunfe gan afuwa zhidan baga bo,data/raw\Speaker_id_1\nup_039.txt,data/raw\Speaker_id_1\nup_039.wav,Unknown,Unknown
Speaker_id_1,woya wagan woyo lyiuye? wundan nin yan tagagi shago,data/raw\Speaker_id_1\nup_040.txt,data/raw\Speaker_id_1\nup_040.wav,Unknown,Unknown
Speaker_id_1,achiga nyizagi gubaba fe tsoba eko misun ya shago,data/raw\Speaker_id_1\nup_041.txt,data/raw\Speaker_id_1\nup_041.wav,Unknown,Unknown
Speaker_id_1,egwa dindingiuzhi fekun be dasun e,data/raw\Speaker_id_1\nup_042.txt,data/raw\Speaker_id_1\nup_042.wav,Unknown,Unknown
Speaker_id_1,Daisy fe leye ke ade kpati wunchiko dan mini tatachin yan shago kuma wunfe ga lokachi gboro,data/raw\Speaker_id_1\nup_043.txt,data/raw\Speaker_id_1\nup_043.wav,Unknown,Unknown
Speaker_id_1,zandondo fe gikini chip ke secon degina sai Diasy fe che takada eyansagi lo eba esa bichi gutswayin lo gwapin yan garadachi,data/raw\Speaker_id_1\nup_044.txt,data/raw\Speaker_id_1\nup_044.wav,Unknown,Unknown
Speaker_id_1,kubetin kubetin masoyi yentsugi oh wangi nyanmin mi ya sudan sarayin amma ke wo kpekpe ke min dan damuwa o na?,data/raw\Speaker_id_1\nup_045.txt,data/raw\Speaker_id_1\nup_045.wav,Unknown,Unknown
Speaker_id_1,woga ka takada nanao?,data/raw\Speaker_id_1\nup_046.txt,data/raw\Speaker_id_1\nup_046.wav,Unknown,Unknown
Speaker_id_1,keagana eye u fe le ruka wunchikoko ye egwa o wunfe pa ke,data/raw\Speaker_id_1\nup_047.txt,data/raw\Speaker_id_1\nup_047.wav,Unknown,Unknown
Speaker_id_1,Kede ye ga jin bauta ya yandondo ma hakika mie sundan ya ye yan azaba Efo na yi tin tanci na,data/raw\Speaker_id_1\nup_048.txt,data/raw\Speaker_id_1\nup_048.wav,Unknown,Unknown
Speaker_id_1,Gangba mi ma wunajin ye anfani ndondoa ka miga kpa gan mia jin ye gangba naa ugafe gantun shidzo batsozhio Soko a kpa shibo gan wyun ga ye gbin na wyun ga yi Tsoci ye yeo ebau gama ala ye zheban lo,data/raw\Speaker_id_1\nup_049.txt,data/raw\Speaker_id_1\nup_049.wav,Unknown,Unknown
Speaker_id_1,Yima pauta paa sai de ebo lokaci na yi bibaci na,data/raw\Speaker_id_1\nup_050.txt,data/raw\Speaker_id_1\nup_050.wav,Unknown,Unknown
Speaker_id_1,Ugan Yin na-nnade lefi ndondo ke ta eti yeboa Sokoafa be ye yinWyunga mayi Etsu yeguno,data/raw\Speaker_id_1\nup_051.txt,data/raw\Speaker_id_1\nup_051.wav,Unknown,Unknown
Speaker_id_1,Yebo kpata ajin tabbata ya Sokona twamirya be Ismailae to Ishakae dan lokaci ekuku mibo na Hakika Tsoci mi Etsu nae wo aduwa na uyio,data/raw\Speaker_id_1\nup_052.txt,data/raw\Speaker_id_1\nup_052.wav,Unknown,Unknown
Speaker_id_1,Hakika ma Yi jin alitta zawangi dagan eguno dagan edo-zhiko naa zhegba cie mantswan na,data/raw\Speaker_id_1\nup_053.txt,data/raw\Speaker_id_1\nup_053.wav,Unknown,Unknown
Speaker_id_1,Sai de Iblisu! Wyuna navo na wyunajin sujada be zanazhie jin sujada nae,data/raw\Speaker_id_1\nup_054.txt,data/raw\Speaker_id_1\nup_054.wav,Unknown,Unknown
Speaker_id_1,Soko gan Tinya dagan miniubo Aljannao hakika eza cice yaci wyo yio,data/raw\Speaker_id_1\nup_055.txt,data/raw\Speaker_id_1\nup_055.wav,Unknown,Unknown
Speaker_id_1,Iblisu ci gan Tsoci mi! Dagan na wyoa mi gbinani na mi ga etu dedezhi laa panini fia kinbo hakika ma migagbin bae nio,data/raw\Speaker_id_1\nup_056.txt,data/raw\Speaker_id_1\nup_056.wav,Unknown,Unknown
Speaker_id_1,zanazhi ga yi edzan na gayi,data/raw\Speaker_id_1\nup_057.txt,data/raw\Speaker_id_1\nup_057.wav,Unknown,Unknown
Speaker_id_1,Hakika wuzhi Mizhi wyo de iko ndondo ta etiaboa sai de na ga mi tu wyoe mini wawazhio na,data/raw\Speaker_id_1\nup_058.txt,data/raw\Speaker_id_1\nup_058.wav,Unknown,Unknown
Speaker_id_1,Ya wuzhi Mizhi labari kede hakika Mi Etsu gafara Mi yio na Etsu yegun Mi yio na,data/raw\Speaker_id_1\nup_059.txt,data/raw\Speaker_id_1\nup_059.wav,Unknown,Unknown
Speaker_id_1,Agan hakika a tun yi tun-tun lo eba jamaa nazhi yi lefi jincizhi na,data/raw\Speaker_id_1\nup_060.txt,data/raw\Speaker_id_1\nup_060.wav,Unknown,Unknown
Speaker_id_1,Kamina Tuciuzhi lo eba iyali Annabi Lutu na,data/raw\Speaker_id_1\nup_061.txt,data/raw\Speaker_id_1\nup_061.wav,Unknown,Unknown
Speaker_id_1,Agan Aa yi be be ya wyoe be yan na jamaa yan wyo zhie jin kelo kezhin etiu bo na,data/raw\Speaker_id_1\nup_062.txt,data/raw\Speaker_id_1\nup_062.wav,Unknown,Unknown
Speaker_id_1,Kabara cia wan be hallakae lokaci asubaa yin,data/raw\Speaker_id_1\nup_063.txt,data/raw\Speaker_id_1\nup_063.wav,Unknown,Unknown
Speaker_id_1,Yan nazhi afe cewou na ma kunke yaa be yandondo yina,data/raw\Speaker_id_1\nup_064.txt,data/raw\Speaker_id_1\nup_064.wav,Unknown,Unknown
Speaker_id_1,To alama sinsantu ndocizhi to be tswangizhi ajin afe de bawu,data/raw\Speaker_id_1\nup_065.txt,data/raw\Speaker_id_1\nup_065.wav,Unknown,Unknown
Speaker_id_1,Agayi zanazhia hakuri jin nao amaafe zanazhie yakpe Tsocia dan alamari ndondo nao,data/raw\Speaker_id_1\nup_066.txt,data/raw\Speaker_id_1\nup_066.wav,Unknown,Unknown
Speaker_id_1,Gangan Zandondou feulo tun eti ekpaubo Tsoci ye ma wyun tsa kpe zana ta eti eko bawuo nagano,data/raw\Speaker_id_1\nup_067.txt,data/raw\Speaker_id_1\nup_067.wav,Unknown,Unknown
Speaker_id_1,mide ewo a amma mide ena,data/raw\Speaker_id_1\nup_068.txt,data/raw\Speaker_id_1\nup_068.wav,Unknown,Unknown
Speaker_id_1,Umau jin zanazhi gan gan Soko yibe egiina gangba,data/raw\Speaker_id_1\nup_069.txt,data/raw\Speaker_id_1\nup_069.wav,Unknown,Unknown
Speaker_id_1,Eza è de ekò dan egwa ò ede ù shishikan à.,data/raw\Speaker_id_1\nup_070.txt,data/raw\Speaker_id_1\nup_070.wav,Unknown,Unknown
Speaker_id_1,Kankuru na janfuru dan nuwon ò na be tsun yikán tsun.,data/raw\Speaker_id_1\nup_071.txt,data/raw\Speaker_id_1\nup_071.wav,Unknown,Unknown
Speaker_id_1,"Nyana saka lo égó na, wun be tsun nyana lé égó na tsun.",data/raw\Speaker_id_1\nup_072.txt,data/raw\Speaker_id_1\nup_072.wav,Unknown,Unknown
Speaker_id_1,Dagan yeshi ga bo è ca eci lazhin ò.,data/raw\Speaker_id_1\nup_073.txt,data/raw\Speaker_id_1\nup_073.wav,Unknown,Unknown
Speaker_id_1,"Dagbá ku èsà, asara yi nya esatso.",data/raw\Speaker_id_1\nup_074.txt,data/raw\Speaker_id_1\nup_074.wav,Unknown,Unknown
Speaker_id_1,"Wo gá la yikuru dzodzo, madán à gun ò.",data/raw\Speaker_id_1\nup_075.txt,data/raw\Speaker_id_1\nup_075.wav,Unknown,Unknown
Speaker_id_1,"Eyiwárá ga pin dan èdò, nin nyi ù yi tsa tsa è.",data/raw\Speaker_id_1\nup_076.txt,data/raw\Speaker_id_1\nup_076.wav,Unknown,Unknown
Speaker_id_1,ewo a shi ngbanfa wa,data/raw\Speaker_id_1\nup_077.txt,data/raw\Speaker_id_1\nup_077.wav,Unknown,Unknown
Speaker_id_1,woya be babon na efin twani i?,data/raw\Speaker_id_1\nup_078.txt,data/raw\Speaker_id_1\nup_078.wav,Unknown,Unknown
Speaker_id_1,igbechi da kata fiti nga un dao,data/raw\Speaker_id_1\nup_079.txt,data/raw\Speaker_id_1\nup_079.wav,Unknown,Unknown
Speaker_id_1,a de zana kpe na,data/raw\Speaker_id_1\nup_080.txt,data/raw\Speaker_id_1\nup_080.wav,Unknown,Unknown
Speaker_id_1,egwa na ba alsan bona wajin dede be yan zane jin tuhu man na,data/raw\Speaker_id_1\nup_081.txt,data/raw\Speaker_id_1\nup_081.wav,Unknown,Unknown
Speaker_id_1,miye wa kumiko leye,data/raw\Speaker_id_1\nup_082.txt,data/raw\Speaker_id_1\nup_082.wav,Unknown,Unknown
Speaker_id_1,wo gbugi gayyo,data/raw\Speaker_id_1\nup_083.txt,data/raw\Speaker_id_1\nup_083.wav,Unknown,Unknown
Speaker_id_1,unzo na eza kpin ezhimi ya nasara na,data/raw\Speaker_id_1\nup_084.txt,data/raw\Speaker_id_1\nup_084.wav,Unknown,Unknown
Speaker_id_1,kube lazhin zandondo,data/raw\Speaker_id_1\nup_085.txt,data/raw\Speaker_id_1\nup_085.wav,Unknown,Unknown
Speaker_id_1,kami ndondo na aga gunna esunwu,data/raw\Speaker_id_1\nup_086.txt,data/raw\Speaker_id_1\nup_086.wav,Unknown,Unknown
Speaker_id_1,ko aga ena jin afan ni be kata fiti,data/raw\Speaker_id_1\nup_087.txt,data/raw\Speaker_id_1\nup_087.wav,Unknown,Unknown
Speaker_id_1,mide tun emi na ga ena chyao,data/raw\Speaker_id_1\nup_088.txt,data/raw\Speaker_id_1\nup_088.wav,Unknown,Unknown
Speaker_id_1,kami yikere meda miami,data/raw\Speaker_id_1\nup_089.txt,data/raw\Speaker_id_1\nup_089.wav,Unknown,Unknown
Speaker_id_1,zane kpitun ndondo na wen kpe ndondo a,data/raw\Speaker_id_1\nup_090.txt,data/raw\Speaker_id_1\nup_090.wav,Unknown,Unknown
Speaker_id_1,a de ze be na,data/raw\Speaker_id_1\nup_091.txt,data/raw\Speaker_id_1\nup_091.wav,Unknown,Unknown
Speaker_id_1,we wo ke wo gbin nuwan naa?,data/raw\Speaker_id_1\nup_092.txt,data/raw\Speaker_id_1\nup_092.wav,Unknown,Unknown
Speaker_id_1,woga zhe nuwan tu wan gan gwa,data/raw\Speaker_id_1\nup_093.txt,data/raw\Speaker_id_1\nup_093.wav,Unknown,Unknown
Speaker_id_1,wode yi bochi,data/raw\Speaker_id_1\nup_094.txt,data/raw\Speaker_id_1\nup_094.wav,Unknown,Unknown
Speaker_id_1,kungoiya gu za guwo,data/raw\Speaker_id_1\nup_095.txt,data/raw\Speaker_id_1\nup_095.wav,Unknown,Unknown
Speaker_id_1,apple a yadan kin,data/raw\Speaker_id_1\nup_096.txt,data/raw\Speaker_id_1\nup_096.wav,Unknown,Unknown
Speaker_id_1,miye wo nagban,data/raw\Speaker_id_1\nup_097.txt,data/raw\Speaker_id_1\nup_097.wav,Unknown,Unknown
Speaker_id_1,miga yi we miya dzugunbo,data/raw\Speaker_id_1\nup_098.txt,data/raw\Speaker_id_1\nup_098.wav,Unknown,Unknown
Speaker_id_1,ayi woga yimi yon ki woya jion?,data/raw\Speaker_id_1\nup_099.txt,data/raw\Speaker_id_1\nup_099.wav,Unknown,Unknown
Speaker_id_1,danlokaci yentusgi u bo mary che nan ena na wa zhe man takada nan,data/raw\Speaker_id_1\nup_100.txt,data/raw\Speaker_id_1\nup_100.wav,Unknown,Unknown
Speaker_id_1,zandondon fe wanwozhi a fe yanyan,data/raw\Speaker_id_1\nup_101.txt,data/raw\Speaker_id_1\nup_101.wav,Unknown,Unknown
Speaker_id_1,woya ye lugwa,data/raw\Speaker_id_1\nup_102.txt,data/raw\Speaker_id_1\nup_102.wav,Unknown,Unknown
Speaker_id_1,minye la tun a ni,data/raw\Speaker_id_1\nup_103.txt,data/raw\Speaker_id_1\nup_103.wav,Unknown,Unknown
Speaker_id_1,ba za gu kin na ye yina,data/raw\Speaker_id_1\nup_104.txt,data/raw\Speaker_id_1\nup_104.wav,Unknown,Unknown
Speaker_id_1,wo ya wogan,data/raw\Speaker_id_1\nup_105.txt,data/raw\Speaker_id_1\nup_105.wav,Unknown,Unknown
Speaker_id_1,minye wa za na bomi na,data/raw\Speaker_id_1\nup_106.txt,data/raw\Speaker_id_1\nup_106.wav,Unknown,Unknown
Speaker_id_1,wa jin tabbata?,data/raw\Speaker_id_1\nup_107.txt,data/raw\Speaker_id_1\nup_107.wav,Unknown,Unknown
Speaker_id_1,mi jin bayani u wa,data/raw\Speaker_id_1\nup_108.txt,data/raw\Speaker_id_1\nup_108.wav,Unknown,Unknown
Speaker_id_1,wan tun eya gutsun ko guwo technology chyu gumi,data/raw\Speaker_id_1\nup_109.txt,data/raw\Speaker_id_1\nup_109.wav,Unknown,Unknown
Speaker_id_1,a tu rome fonni ya,data/raw\Speaker_id_1\nup_110.txt,data/raw\Speaker_id_1\nup_110.wav,Unknown,Unknown
Speaker_id_1,eti yan woye wa winwan,data/raw\Speaker_id_1\nup_111.txt,data/raw\Speaker_id_1\nup_111.wav,Unknown,Unknown
Speaker_id_1,wode etisan yina unjin achya?,data/raw\Speaker_id_1\nup_112.txt,data/raw\Speaker_id_1\nup_112.wav,Unknown,Unknown
Speaker_id_1,wan kuku ya yizhe inna,data/raw\Speaker_id_1\nup_113.txt,data/raw\Speaker_id_1\nup_113.wav,Unknown,Unknown
Speaker_id_1,miye leye gan unjin achiyan,data/raw\Speaker_id_1\nup_114.txt,data/raw\Speaker_id_1\nup_114.wav,Unknown,Unknown
Speaker_id_1,mi jin anfanni be phone wo yin wo?,data/raw\Speaker_id_1\nup_115.txt,data/raw\Speaker_id_1\nup_115.wav,Unknown,Unknown
Speaker_id_1,fochi a man woyo?,data/raw\Speaker_id_1\nup_116.txt,data/raw\Speaker_id_1\nup_116.wav,Unknown,Unknown
Speaker_id_1,miya la keke yawe efo manchi wobo?,data/raw\Speaker_id_1\nup_117.txt,data/raw\Speaker_id_1\nup_117.wav,Unknown,Unknown
Speaker_id_1,yi leye gan shawora yan we wan ye jin a,data/raw\Speaker_id_1\nup_118.txt,data/raw\Speaker_id_1\nup_118.wav,Unknown,Unknown
Speaker_id_1,zhiyi mallami woyo?,data/raw\Speaker_id_1\nup_119.txt,data/raw\Speaker_id_1\nup_119.wav,Unknown,Unknown
Speaker_id_1,ki woya jion ayi woga yi mi yannao,data/raw\Speaker_id_1\nup_120.txt,data/raw\Speaker_id_1\nup_120.wav,Unknown,Unknown
Speaker_id_1,woga ka takada nanao?,data/raw\Speaker_id_1\nup_121.txt,data/raw\Speaker_id_1\nup_121.wav,Unknown,Unknown
Speaker_id_1,wa jin rikpe azarfa be yenkpa e?,data/raw\Speaker_id_1\nup_122.txt,data/raw\Speaker_id_1\nup_122.wav,Unknown,Unknown
Speaker_id_1,ye le eyan ye kanyi kanyi koyi ga yi ewodecho ko talaka,data/raw\Speaker_id_1\nup_123.txt,data/raw\Speaker_id_1\nup_123.wav,Unknown,Unknown
Speaker_id_1,unde shakka a,data/raw\Speaker_id_1\nup_124.txt,data/raw\Speaker_id_1\nup_124.wav,Unknown,Unknown
Speaker_id_1,lawu be karatun wan lokachi mi gi,data/raw\Speaker_id_1\nup_125.txt,data/raw\Speaker_id_1\nup_125.wav,Unknown,Unknown
Speaker_id_1,efe a waya yan light ba eba dokun o,data/raw\Speaker_id_1\nup_126.txt,data/raw\Speaker_id_1\nup_126.wav,Unknown,Unknown
Speaker_id_1,ade eba bologizhi kyoto na wada chile,data/raw\Speaker_id_1\nup_127.txt,data/raw\Speaker_id_1\nup_127.wav,Unknown,Unknown
Speaker_id_1,wo kpayegan yikan wogan wo?,data/raw\Speaker_id_1\nup_128.txt,data/raw\Speaker_id_1\nup_128.wav,Unknown,Unknown
Speaker_id_1,kami na wa nan na tun,data/raw\Speaker_id_1\nup_129.txt,data/raw\Speaker_id_1\nup_129.wav,Unknown,Unknown
Speaker_id_1,unzo na eza kpin ezhimi ya nasara na,data/raw\Speaker_id_1\nup_130.txt,data/raw\Speaker_id_1\nup_130.wav,Unknown,Unknown
Speaker_id_1,ye manni ke ye nyi yangban na a,data/raw\Speaker_id_1\nup_131.txt,data/raw\Speaker_id_1\nup_131.wav,Unknown,Unknown
Speaker_id_1,kami kichi we kpekpeo,data/raw\Speaker_id_1\nup_132.txt,data/raw\Speaker_id_1\nup_132.wav,Unknown,Unknown
Speaker_id_1,nana kan yandodo a,data/raw\Speaker_id_1\nup_133.txt,data/raw\Speaker_id_1\nup_133.wav,Unknown,Unknown
Speaker_id_1,kila wochi shiwon,data/raw\Speaker_id_1\nup_134.txt,data/raw\Speaker_id_1\nup_134.wav,Unknown,Unknown
Speaker_id_1,babo wo lodan?,data/raw\Speaker_id_1\nup_135.txt,data/raw\Speaker_id_1\nup_135.wav,Unknown,Unknown
Speaker_id_1,ke emiwo jin nao?,data/raw\Speaker_id_1\nup_136.txt,data/raw\Speaker_id_1\nup_136.wav,Unknown,Unknown
Speaker_id_1,english gboka injin achya?,data/raw\Speaker_id_1\nup_137.txt,data/raw\Speaker_id_1\nup_137.wav,Unknown,Unknown
Speaker_id_1,we wo ke wo gbin nuwan naa?,data/raw\Speaker_id_1\nup_138.txt,data/raw\Speaker_id_1\nup_138.wav,Unknown,Unknown
Speaker_id_1,woga zhe nuwan tu wan gan gwa,data/raw\Speaker_id_1\nup_139.txt,data/raw\Speaker_id_1\nup_139.wav,Unknown,Unknown
Speaker_id_1,yi ga la be minni sati nna o,data/raw\Speaker_id_1\nup_140.txt,data/raw\Speaker_id_1\nup_140.wav,Unknown,Unknown
Speaker_id_1,wajin mi alfarma?,data/raw\Speaker_id_1\nup_141.txt,data/raw\Speaker_id_1\nup_141.wav,Unknown,Unknown
Speaker_id_1,gbako a tanmi,data/raw\Speaker_id_1\nup_142.txt,data/raw\Speaker_id_1\nup_142.wav,Unknown,Unknown
Speaker_id_1,kungoiya gu za guwo,data/raw\Speaker_id_1\nup_143.txt,data/raw\Speaker_id_1\nup_143.wav,Unknown,Unknown
Speaker_id_1,yi ya keba eba wangi nchion,data/raw\Speaker_id_1\nup_144.txt,data/raw\Speaker_id_1\nup_144.wav,Unknown,Unknown
Speaker_id_1,miye wogan we amma mi le woya,data/raw\Speaker_id_1\nup_146.txt,data/raw\Speaker_id_1\nup_146.wav,Unknown,Unknown
Speaker_id_1,A achinga,data/raw\Speaker_id_1\nup_148.txt,data/raw\Speaker_id_1\nup_148.wav,Unknown,Unknown
Speaker_id_1,Gamana wuii esa a robo a,data/raw\Speaker_id_1\nup_1480.txt,data/raw\Speaker_id_1\nup_1480.wav,Unknown,Unknown
Speaker_id_1,Egaga a chin a yi jinjin a,data/raw\Speaker_id_1\nup_1481.txt,data/raw\Speaker_id_1\nup_1481.wav,Unknown,Unknown
Speaker_id_1,Ugan Yin na-nnade lefi ndondo ke ta eti yeboa Sokoafa be ye yinWyunga mayi Etsu yeguno,data/raw\Speaker_id_1\nup_1482.txt,data/raw\Speaker_id_1\nup_1482.wav,Unknown,Unknown
Speaker_id_1,mikpe ena wo jin nufina yi shi lorna shi ganni mrs humpries fe zhegfan,data/raw\Speaker_id_1\nup_1483.txt,data/raw\Speaker_id_1\nup_1483.wav,Unknown,Unknown
Speaker_id_1,kubetin kubetin masoyi yentsugi oh wangi nyanmin mi ya sudan sarayin amma ke wo kpekpe ke min dan damuwa o na?,data/raw\Speaker_id_1\nup_1484.txt,data/raw\Speaker_id_1\nup_1484.wav,Unknown,Unknown
Speaker_id_1,minya guwa o lokpa bya wunfe gbin be tiuyin,data/raw\Speaker_id_1\nup_1485.txt,data/raw\Speaker_id_1\nup_1485.wav,Unknown,Unknown
